#name	value	
D00174	32103_at	
BX537405	32627_at	
D90239	35192_at	
L38929	1256_at	
AJ001319	32656_at	
AK098775	32656_at	
AF093419	32656_at	
U85193	34720_at	
U85193	462_at	
U85193	463_g_at	
U94319	37622_r_at	
U94319	39243_s_at	
AF098482	37622_r_at	
AF098482	39243_s_at	
AF063020	37622_r_at	
AF063020	39243_s_at	
BC033817	37622_r_at	
BC033817	39243_s_at	
BC044568	37622_r_at	
BC044568	39243_s_at	
BC005127	34378_at	
BC000524	35125_at	
BC009427	35125_at	
BC027620	35125_at	
D16688	35975_at	
L13744	35975_at	
BX649194	35975_at	
V00546	1214_s_at	
X02669	33969_at	
V00540	1435_f_at	
M28586	1435_f_at	
M27318	1580_f_at	
M34913	1022_f_at	
V00551	427_f_at	
M28585	1075_f_at	
V00542	1022_f_at	
V00541	1540_f_at	
V00541	32415_at	
AK023630	38674_at	
BX538121	38674_at	
AB037775	38674_at	
AL713669	38674_at	
NM_021002	1541_f_at	
AY255838	1770_at	
AY255838	1791_s_at	
M54886	1770_at	
M54886	1791_s_at	
AF115544	1713_s_at	
L27211	1713_s_at	
U26727	1713_s_at	
BC015960	1713_s_at	
S78535	1713_s_at	
U38945	1713_s_at	
AF488410	1607_at	
AF488410	34624_at	
AF004819	1607_at	
AF004819	34624_at	
BC014469	1607_at	
BC014469	34624_at	
BC030692	36410_f_at	
BC030692	36411_s_at	
U12431	36410_f_at	
U12431	36411_s_at	
AJ238243	35196_at	
AK002143	35196_at	
AL133608	35196_at	
U82939	38568_at	
AB045733	38568_at	
BC060884	38568_at	
BC009801	38979_at	
AF390562	37491_at	
D29805	32772_s_at	
D29805	40960_at	
BC045773	32772_s_at	
BC045773	40960_at	
BC001936	34798_at	
AB006190	39567_at	
AB006190	39568_g_at	
BT007199	39249_at	
BC013566	39248_at	
BC013566	39249_at	
BC038293	31675_s_at	
BC038293	39552_at	
BC001492	32366_at	
BC000319	40410_at	
AF082513	40410_at	
AK091661	40410_at	
AF226604	33879_at	
AK098451	33879_at	
BC004899	33879_at	
BC007839	33879_at	
AB010445	31644_at	
BC037171	31644_at	
BC027968	36067_at	
BC027918	36503_at	
AL080137	32020_at	
AK128180	32020_at	
AL137377	33818_at	
AF313486	33818_at	
BC007562	33818_at	
AF313485	33818_at	
AF100752	33818_at	
BT009813	37584_at	
AJ007669	37584_at	
AY358472	32409_at	
AK090433	32409_at	
AF161458	34380_at	
AK130546	34380_at	
BC002442	34380_at	
AB040972	33841_at	
AB040972	33842_at	
AB040972	33843_g_at	
AK021622	33841_at	
AK021622	33842_at	
AK021622	33843_g_at	
BC030227	37479_at	
AJ010059	40723_at	
X06825	32312_at	
X06825	32313_at	
X06825	32314_g_at	
AF113217	32166_at	
AF001392	32166_at	
AF177198	32166_at	
AB028950	32166_at	
BC019247	37660_at	
S83157	37660_at	
U12978	37660_at	
M83234	32340_s_at	
AJ238764	36515_at	
M96944	34620_at	
AB002352	34395_at	
AK096227	40614_at	
X75342	40614_at	
BC039888	36359_at	
AF029106	36698_at	
D31716	40202_at	
AF062346	41542_at	
BT006921	37015_at	
BC001505	37015_at	
BC007069	35709_at	
BC022571	33442_at	
AB002365	33442_at	
AY439213	33442_at	
AY439214	33442_at	
U43083	38580_at	
U43083	38581_at	
BC010100	41489_at	
X72727	39415_at	
AK023280	34212_at	
AB028958	34212_at	
AK001544	34212_at	
AL834356	41147_at	
BC002675	41147_at	
AF284752	41147_at	
L13698	41839_at	
L13698	661_at	
BC002655	39585_at	
AF035013	39585_at	
AL080179	33691_at	
AF072164	31379_at	
BC026314	1511_at	
BC020722	37616_at	
S79880	37544_at	
M97639	212_at	
Y08685	38818_at	
BC007085	38818_at	
AF113680	40827_at	
BC008318	40827_at	
D28473	40827_at	
BX537417	40827_at	
BX537429	40827_at	
BX538109	40827_at	
AB000114	41031_at	
BC036806	39673_i_at	
BC036806	39674_r_at	
AB011792	39673_i_at	
AB011792	39674_r_at	
BX537976	39673_i_at	
BX537976	39674_r_at	
BC010428	40879_at	
AB014599	40879_at	
BC019336	41475_at	
BC048212	41475_at	
Y10812	40293_at	
M19922	36495_at	
BC015748	35713_at	
AK124593	38214_at	
AK124593	836_at	
U43148	38214_at	
U43148	836_at	
BC043542	38214_at	
BC043542	836_at	
BC034281	39978_at	
BC009413	38005_at	
AJ005866	38005_at	
AB122077	38005_at	
AF023158	40920_at	
AF064105	40920_at	
AF064104	40920_at	
AB023189	40381_at	
BC058022	40381_at	
AB001928	40717_at	
BC022958	40577_at	
AK056752	40577_at	
AK056453	40577_at	
BC035604	40577_at	
AK128615	40577_at	
BC014965	1307_at	
BC014965	1308_g_at	
BC014965	1995_at	
AK097480	33253_at	
D50919	33253_at	
BC011690	36317_at	
AB015334	33764_at	
AF056085	33764_at	
BC035071	33764_at	
AB011145	40053_at	
AY359048	40053_at	
BC009567	36384_at	
BC029399	33455_at	
X02747	33455_at	
AK130814	31998_at	
AK130814	31999_at	
AK130814	32000_g_at	
AB037924	31998_at	
AF285167	31998_at	
AF285167	31999_at	
AF285167	32000_g_at	
AK024328	31998_at	
AF258627	31998_at	
BC030811	36214_at	
AF105036	36214_at	
AF153419	34344_at	
AL050016	35331_at	
U97067	35331_at	
AF135021	35331_at	
BC033716	1458_at	
BC033716	31885_at	
M64572	1458_at	
M64572	31885_at	
AF065241	36992_at	
NM_003329	36992_at	
BC054866	36992_at	
BX538049	38786_at	
BX537918	38786_at	
AK075235	38786_at	
BC036034	40387_at	
BC021127	34414_at	
AB002366	34414_at	
AB023967	35600_at	
BC044585	35600_at	
BC039896	35600_at	
AF022158	35611_at	
AB014574	31826_at	
BC000977	34506_at	
BC003166	38702_at	
M11562	36995_at	
BC041593	36995_at	
L09753	33012_at	
BX641111	32818_at	
X78565	32818_at	
BC029272	35619_at	
BC010680	35619_at	
BC018759	35619_at	
AF116574	35619_at	
AB014534	35619_at	
AF027734	40292_at	
BC021560	40292_at	
AB011542	36488_at	
AY358370	36488_at	
BC014478	32240_at	
AK090468	848_at	
AK090468	849_g_at	
M57729	37816_at	
AL162081	35325_at	
AF130103	40419_at	
M81635	40419_at	
BC017227	41019_at	
BC037282	34562_at	
BC017116	1313_at	
BC017116	39060_at	
U44425	1313_at	
U44425	39060_at	
BT007218	1313_at	
BT007218	39060_at	
BC000509	1313_at	
BC000509	39060_at	
AK090858	32447_at	
BC032501	32447_at	
X99975	35873_at	
BC030600	35873_at	
BC000348	41765_at	
BC032853	32713_at	
AF035158	37581_at	
BC006990	37581_at	
AF188611	36614_at	
BC020235	36614_at	
AK075026	37573_at	
AK074726	37573_at	
AY358274	37573_at	
BC059950	33668_at	
BC050644	33668_at	
AK123738	32562_at	
BC014271	32562_at	
X72012	32562_at	
BC001116	36997_at	
BC036705	34779_at	
BC015374	38725_s_at	
BC015374	38726_at	
AB013361	38725_s_at	
AB013361	38726_at	
AK074108	34788_at	
BC047949	34788_at	
BC004119	33826_at	
AB030835	33826_at	
BC021163	33826_at	
AK027287	33826_at	
AK023978	33826_at	
AK129640	35436_at	
AK075055	35436_at	
AF248953	35436_at	
BC052563	41494_at	
BC056890	33287_at	
AL110193	33287_at	
BC013069	36330_at	
BC013069	36691_at	
X82224	36330_at	
X82224	36691_at	
BC033685	36330_at	
BC033685	36691_at	
BC021262	36330_at	
BC021262	36691_at	
BC035556	35403_at	
X78706	41648_at	
BC000723	41648_at	
AF217965	38131_at	
BC008280	38131_at	
BT006931	32234_at	
BC014484	32234_at	
AF007871	32234_at	
AK000975	40468_at	
BC062463	40468_at	
AB011126	40468_at	
AK023681	40468_at	
BC041710	36240_at	
D21239	36240_at	
AK022902	40083_at	
BC032600	40083_at	
BC032622	40083_at	
AB014525	40083_at	
AK125448	40083_at	
BX537849	40083_at	
BX538166	40083_at	
X83973	36478_at	
BC047772	32599_at	
AF013168	32599_at	
BC021581	34254_at	
BC033198	34254_at	
AK090450	34254_at	
AB037729	34254_at	
AK074114	34254_at	
AF295773	34254_at	
BC059362	34254_at	
AK127524	34254_at	
AF134412	34469_at	
AJ224360	37410_at	
BC024225	37410_at	
BC028314	35646_at	
AF129265	31595_at	
AF095736	31595_at	
AF047190	31595_at	
AF047004	31595_at	
AF095735	31595_at	
AF095737	31595_at	
BX640754	1704_at	
S76992	1704_at	
D26362	31674_s_at	
D26362	37947_at	
BC032124	31674_s_at	
BC032124	37947_at	
S80990	36447_at	
AL834528	39570_at	
AL834528	39571_at	
BC010646	39570_at	
BC010646	39571_at	
BC012778	39570_at	
BC012778	39571_at	
AF068195	38841_at	
BC004967	38841_at	
AK023513	35092_at	
AF032387	35092_at	
U45974	39323_at	
AF187891	39323_at	
AK074565	35313_at	
AK094756	35313_at	
AK130247	35313_at	
BC008332	35313_at	
BC001404	35313_at	
BC028183	35313_at	
AB002308	35313_at	
BC007269	32837_at	
BC000026	32837_at	
AJ005259	40874_at	
AB002283	40874_at	
U18236	38313_at	
AL162060	38313_at	
BC008755	38313_at	
AB028985	38313_at	
AB028985	31725_s_at	
AF178941	38313_at	
AF178941	31725_s_at	
X78031	36322_at	
BC011003	31727_at	
BC035738	31727_at	
BC003542	35110_at	
X98259	35110_at	
BC046214	35110_at	
AL136621	41436_at	
AJ224901	41436_at	
U20362	34284_at	
BC030776	34284_at	
BX640833	34284_at	
AF153608	33859_at	
D14838	1616_at	
D14838	35081_at	
U34976	34578_at	
U02076	32482_at	
BC031609	32482_at	
U82311	31325_at	
U82306	31325_at	
AB007870	40018_at	
AL390129	33199_at	
X85753	1189_at	
BC050283	1058_at	
AF454702	1058_at	
BC007505	32337_at	
D32257	36188_at	
X99894	400_at	
AB018317	35949_at	
BC032481	35949_at	
BC038103	31847_at	
BC018538	37099_at	
AL049784	1529_at	
AL049784	1530_g_at	
AL049784	33276_at	
AK091422	1529_at	
AK091422	1530_g_at	
BX537670	1529_at	
BX537670	1530_g_at	
U43746	1503_at	
U43746	1989_at	
U43746	1990_g_at	
AL137201	32641_at	
AB023196	32641_at	
BC039256	32641_at	
U95825	32641_at	
AK026889	32641_at	
AB005142	38304_r_at	
BC000149	39269_at	
U66838	1914_at	
BC036346	1914_at	
BC026088	40970_at	
BC020773	36968_s_at	
AF071185	35213_at	
AF176555	34657_at	
AF053712	35107_at	
AB064268	35107_at	
BC001771	36510_at	
AY050631	34051_at	
AY050632	34051_at	
AB023233	34051_at	
BC026097	34051_at	
AF136973	41300_s_at	
AF246221	41300_s_at	
BC040540	1900_at	
BC040540	2044_s_at	
BC040540	1571_f_at	
BC040540	1672_f_at	
BC040540	1570_f_at	
M19701	1900_at	
M19701	2044_s_at	
BX640739	38649_at	
AB023187	38649_at	
BC003579	31851_at	
BC020692	33791_at	
AK021774	35972_at	
AK021774	36212_at	
BC036744	35972_at	
BC036744	36212_at	
BC010174	35972_at	
BC010174	36212_at	
AK128503	39405_at	
D87455	39405_at	
AY358567	38615_at	
AF097021	38615_at	
BC047740	38615_at	
AF029343	37154_at	
BC030514	32768_at	
BC060876	32768_at	
AF330046	36012_at	
AY370776	36012_at	
AY375528	36012_at	
AF132818	37926_at	
BT006641	37926_at	
BC018125	37244_at	
AF330045	35344_at	
AB020665	35344_at	
AF144237	35344_at	
NM_001208	31516_f_at	
AF068227	34324_at	
BC020726	35105_at	
AF045941	35105_at	
AB020725	33576_at	
BC039730	36788_at	
AK055855	39579_at	
BC010920	39579_at	
BC047936	33208_at	
BC033823	33208_at	
AF061261	33318_at	
AF491866	33318_at	
AY101770	33318_at	
BC041333	41317_at	
BC041333	41318_g_at	
BC045640	39028_at	
Y08890	39028_at	
BC000947	39028_at	
AB008430	32147_at	
U81006	34307_at	
AF193855	35554_f_at	
AF193855	35555_r_at	
AF385926	37593_at	
AF385926	1348_s_at	
BC000140	37593_at	
BC000140	1348_s_at	
S79219	37593_at	
S79219	1348_s_at	
AF072752	40681_at	
AB008375	40681_at	
AL359052	40681_at	
M73047	41459_at	
BC031522	2063_at	
BC031522	2064_g_at	
AB020672	35481_at	
AL834447	35481_at	
AK127806	35481_at	
AK095691	35481_at	
X05562	36659_at	
M24766	36659_at	
AY450357	36659_at	
AF149723	36031_at	
AF181850	36031_at	
AB024402	36031_at	
AB037594	36031_at	
AB031269	36031_at	
AF001954	36031_at	
BC060776	40828_at	
AL834228	40828_at	
D63476	40828_at	
BC050521	40828_at	
NM_005986	31639_f_at	
NM_005986	31640_r_at	
AB028944	41491_s_at	
AB028944	41492_r_at	
AK024264	41491_s_at	
AK024264	41492_r_at	
AK025511	41491_s_at	
AK025511	41492_r_at	
AB002360	35147_at	
BC020208	35147_at	
AK057899	35147_at	
AK123267	35147_at	
AK092739	35147_at	
M13232	33520_at	
AF272774	33520_at	
AY423856	33520_at	
BC046125	39979_at	
M55671	37109_at	
AF077188	40908_r_at	
AY365124	40908_r_at	
J04182	39758_f_at	
BC006345	39758_f_at	
BC007845	39758_f_at	
BC011685	1670_at	
BC011685	37757_at	
U63973	31562_at	
BC038984	1597_at	
BC038984	1598_g_at	
BC038984	37658_at	
AK126533	1597_at	
AK126533	1598_g_at	
AK126533	37658_at	
BC017244	40404_s_at	
BC010875	40404_s_at	
AY013250	39131_at	
BC023569	39131_at	
AF318575	39131_at	
BC008694	39131_at	
BC011721	38350_f_at	
BC034965	38102_at	
AK091907	38102_at	
AB018273	32102_at	
AK090599	32102_at	
BX640926	32102_at	
U80034	36830_at	
AF158255	37303_at	
BC031834	38035_at	
BC040012	38035_at	
U47635	38035_at	
U82303	31324_at	
AF293342	35656_at	
AJ010346	35656_at	
NM_005288	31320_at	
AF022789	34803_at	
BC026072	34803_at	
BC014461	170_at	
BC014461	40392_at	
U02687	1065_at	
U02687	34583_at	
X51602	990_at	
X51602	991_g_at	
X51602	1545_g_at	
X51602	1567_at	
X51602	1963_at	
X51602	1964_g_at	
S77812	990_at	
S77812	991_g_at	
S77812	1545_g_at	
S77812	1567_at	
S77812	1963_at	
S77812	1964_g_at	
S77814	990_at	
S77814	991_g_at	
S77814	1545_g_at	
S77814	1567_at	
S77814	1963_at	
S77814	1964_g_at	
BC048278	990_at	
BC048278	991_g_at	
BC048278	1963_at	
BC048278	1964_g_at	
AK124604	33168_at	
BX537565	33168_at	
BC012895	39748_at	
AF078107	36274_at	
BC059385	40839_at	
BC037553	34398_at	
AL049787	1527_s_at	
AL049787	34239_at	
AL049787	34240_s_at	
AL049788	1527_s_at	
AL049788	34239_at	
AL049788	34240_s_at	
BC022188	1527_s_at	
BC022188	34239_at	
BC022188	34240_s_at	
AL049802	34459_at	
AK125067	33827_at	
AK125067	34459_at	
AL049783	1531_at	
AL049783	1532_g_at	
AL049783	33827_at	
AL049801	31790_at	
AY082589	31790_at	
AY082590	31790_at	
BX641149	31790_at	
BC046563	31790_at	
AY082592	31790_at	
U38810	39297_at	
AB002367	38957_at	
AY123329	39852_at	
AB011182	39852_at	
BC011559	32986_s_at	
AJ130894	34211_at	
BC030686	34211_at	
AF445026	34211_at	
D13666	1451_s_at	
AY140646	1451_s_at	
AF032885	40570_at	
BT007455	40570_at	
BC022045	40072_at	
BX640798	40067_at	
BC030507	40067_at	
M82882	40067_at	
AB011136	31849_at	
BC042924	31849_at	
BC053674	31849_at	
AL834181	31849_at	
AB082525	39032_at	
BC016867	39032_at	
AF159548	37518_at	
BC017745	37518_at	
BC022436	31584_at	
BC040008	31584_at	
BC052333	31584_at	
AY334563	31584_at	
AB020660	39924_at	
AL136745	39924_at	
AY283618	39924_at	
AL831833	39924_at	
AB011969	37172_at	
M75106	37172_at	
BC010271	37023_at	
AF112219	38375_at	
X57830	35469_at	
X57830	35470_at	
X57830	35471_g_at	
AL080096	40893_at	
BC027587	40893_at	
BX640602	40893_at	
AF087890	40893_at	
BC029052	35193_at	
BC017355	35725_at	
AF334405	36017_at	
BC022519	36017_at	
AF055016	36017_at	
Y15228	39955_at	
BC055417	39955_at	
AK023701	41118_at	
BC009825	41118_at	
U11700	37930_at	
BC019916	367_at	
AB072828	367_at	
BC025659	41069_at	
AB006000	41069_at	
AY368652	41069_at	
AF061573	32368_at	
AL834258	39878_at	
BX537422	39878_at	
AF356492	40312_at	
AL079278	40312_at	
AF069509	40312_at	
AF330044	40633_at	
BC019680	39256_at	
AB011175	34672_at	
AF359381	38972_at	
AF075587	39777_at	
AB020723	39777_at	
AF083244	39777_at	
BC037971	39777_at	
AL110277	39777_at	
AK000968	39777_at	
D90402	1198_at	
S75587	1198_at	
L20433	35939_s_at	
L20433	35940_at	
AF039843	33700_at	
BC004205	33700_at	
AJ132932	41182_at	
AJ132933	41182_at	
D17547	41182_at	
D17547	31464_at	
D17547	31465_g_at	
AJ000503	41182_at	
AJ000503	31464_at	
AJ000503	31465_g_at	
BC033675	41667_s_at	
BC033675	41668_r_at	
NM_007084	35877_at	
X65666	35877_at	
AF071203	34955_at	
AF071203	1931_at	
AF071202	34955_at	
AF071202	1931_at	
AF541977	34955_at	
AF541977	1931_at	
BC041560	34955_at	
AY133678	34955_at	
AY133679	34955_at	
AL049931	36521_at	
AB023213	36521_at	
BC041804	36521_at	
AF272347	36521_at	
AF272348	36521_at	
BC035578	40473_at	
U21936	31628_at	
U21936	32906_at	
AB001328	31628_at	
AB001328	32906_at	
AB028981	37571_at	
BC053620	37571_at	
AK127329	37571_at	
BC008569	252_at	
BC008569	253_g_at	
BT009907	252_at	
BT009907	253_g_at	
BC020752	931_at	
BC015148	41860_at	
U10417	35904_at	
U81262	34334_at	
BC037491	963_at	
X83441	963_at	
AF073310	40180_at	
BC047305	39333_at	
AF536207	39333_at	
AY285780	39333_at	
Y00706	39333_at	
BC046634	38353_at	
BT009772	38353_at	
BC029059	32439_at	
X89399	32862_at	
AY206416	33085_at	
AY322430	33085_at	
U64863	33085_at	
BC003684	37534_at	
AY072910	37534_at	
AY072911	37534_at	
AY072912	37534_at	
AF124598	37534_at	
U75330	38557_at	
D13318	37245_at	
AB002803	31895_at	
BC047511	40624_at	
BC047511	841_at	
AF221520	40624_at	
AF221520	841_at	
L41944	1588_at	
L41944	1568_s_at	
L41944	1589_s_at	
X89814	1588_at	
X89814	1568_s_at	
X89814	1589_s_at	
Z17227	1569_r_at	
Z17227	33227_at	
Z17227	33228_g_at	
J03171	1157_s_at	
BC002590	1157_s_at	
U05875	41140_at	
AK127947	39096_at	
AK127947	39097_at	
AF380183	39096_at	
AF380183	39097_at	
AB028942	39096_at	
AB028942	39097_at	
BC002422	39096_at	
BC002422	39097_at	
BC058925	35776_at	
BC058925	488_at	
BC039036	35776_at	
AF064244	35776_at	
AF064244	488_at	
BX538175	35776_at	
BX538175	488_at	
AY254341	35776_at	
AY254341	488_at	
AY340592	35776_at	
AY340592	488_at	
AY340593	35776_at	
AY340593	488_at	
AY138139	35776_at	
AY138139	488_at	
AY061855	40812_at	
NM_006933	40812_at	
BC015640	38773_at	
BC002812	38172_at	
AJ237839	37827_r_at	
BC058002	36845_at	
D50926	36845_at	
BC042609	36845_at	
BC021218	36912_at	
U80456	39608_at	
U80456	39609_at	
AJ001858	39608_at	
AJ001858	39609_at	
D84294	39065_s_at	
D83327	39065_s_at	
AK126418	39065_s_at	
AB015282	1512_at	
AB015282	36946_at	
AB015282	36947_s_at	
AB015282	827_s_at	
AB015283	1512_at	
AB015283	36946_at	
AB015283	36947_s_at	
AB015283	827_s_at	
D86550	1512_at	
D86550	36946_at	
D86550	36947_s_at	
D86550	827_s_at	
Z25423	1512_at	
Z25423	36946_at	
Z25423	36947_s_at	
Z25423	827_s_at	
AJ001871	1512_at	
AJ001871	36946_at	
AJ001871	36947_s_at	
AJ001871	827_s_at	
AJ001874	33946_at	
Y10745	35472_at	
BC042954	1519_at	
BC042954	38739_at	
BT006838	1519_at	
BT006838	38739_at	
BC012415	32777_at	
BC006371	36039_s_at	
BC006371	36040_at	
AB020337	34128_at	
BC013791	37576_at	
M30818	879_at	
AK126107	879_at	
BC032602	37014_at	
AK093008	37014_at	
BC014222	37014_at	
AY186254	37014_at	
AF323660	41362_at	
BC029158	41362_at	
AY048757	41362_at	
AF038175	41362_at	
AY196299	33709_at	
AY196300	33709_at	
AY196303	33709_at	
AY196304	33709_at	
AY196305	33709_at	
AY196306	33709_at	
AY196307	33709_at	
AY196310	33709_at	
AY196311	33709_at	
AY196312	33709_at	
AY196314	33709_at	
AF067223	33709_at	
BT007016	33709_at	
AK074662	33709_at	
AY142115	460_at	
AY196965	460_at	
BC000735	460_at	
U68727	460_at	
X14789	33311_at	
X14789	33312_at	
X14789	33313_g_at	
L25781	33311_at	
BC014005	31863_at	
D80001	31863_at	
BC000123	35714_at	
BC041020	35714_at	
AY303972	35714_at	
U61500	38303_at	
U61500	36331_at	
BC046241	38303_at	
BC013309	37555_at	
BC002370	31927_s_at	
BC002370	41749_at	
Z97990	34920_at	
BC006422	40116_at	
BC007536	40116_at	
BC018295	40116_at	
BX537446	40116_at	
BC004920	40116_at	
AB001535	39915_at	
AB017549	39915_at	
AY082339	38748_at	
AY135659	38748_at	
U76421	38748_at	
AF533142	38748_at	
AF018081	37653_at	
BC033715	37653_at	
AF416592	37653_at	
AF282883	37653_at	
AF333247	37653_at	
AK094301	39868_at	
AF176329	39868_at	
BC012061	39868_at	
BC052575	41350_at	
BC052575	38722_at	
BC005159	41350_at	
BC005159	38722_at	
X15880	41350_at	
X15880	38722_at	
BC022236	38722_at	
AY029208	32098_at	
AY029208	34802_at	
BC002484	32098_at	
BC002484	34802_at	
AL096746	34802_at	
AF515282	32097_at	
AB007862	32097_at	
AF490768	37734_at	
AF432263	37734_at	
AK098236	37734_at	
AK124731	37734_at	
AL137672	37734_at	
BC046176	37734_at	
U79286	39348_at	
U79286	39349_at	
BC000727	39348_at	
BC000727	39349_at	
AF059319	39348_at	
AF059319	39349_at	
AF339514	1037_at	
AF339515	1037_at	
AF339516	1037_at	
NM_001187	1037_at	
U04735	38677_at	
X84373	40088_at	
BC011957	37218_at	
BT007276	37218_at	
U09860	31407_at	
BC001178	36107_at	
BT007244	36107_at	
X06989	41136_s_at	
AB066441	41136_s_at	
AB018257	39005_s_at	
AB018257	39006_r_at	
BC012584	39767_at	
D13627	39767_at	
BC005220	39767_at	
AJ249208	35855_s_at	
AJ249208	35856_r_at	
AJ249208	35857_at	
L19058	35855_s_at	
L19058	35856_r_at	
L19058	35857_at	
BC020866	33610_at	
BC020866	33611_g_at	
BC057825	34559_at	
U16296	37460_at	
U16296	38370_at	
AF231919	33704_at	
AB020717	41692_at	
AF009039	41692_at	
X54199	38384_at	
AF008655	38384_at	
D32051	38384_at	
BC022865	37029_at	
BC036452	32496_at	
NM_000219	32496_at	
BC002864	32168_s_at	
AY325903	32168_s_at	
BT007363	32168_s_at	
D43968	2026_at	
D43968	39421_at	
D43968	780_at	
D43968	943_at	
D43968	31443_at	
D43968	393_s_at	
D10570	2026_at	
D10570	39421_at	
D10570	780_at	
D10570	943_at	
D10570	31443_at	
X90980	2026_at	
AK001660	36081_s_at	
BC036556	36081_s_at	
AF314090	31974_at	
D87328	37764_at	
D87343	35166_at	
AJ001867	35166_at	
D87327	37435_s_at	
AB000099	32949_at	
M21535	36383_at	
M21535	913_at	
M21535	914_g_at	
BC040168	36383_at	
BC040168	913_at	
BC040168	914_g_at	
S77574	36383_at	
S77574	913_at	
S77574	914_g_at	
AF015313	36383_at	
AF015313	913_at	
AF015313	914_g_at	
BC011755	36088_at	
AJ238214	34994_at	
BC000075	306_s_at	
AK056033	306_s_at	
BT007337	306_s_at	
AF217525	36699_at	
AF289030	36699_at	
AF329454	34996_at	
AF318374	34996_at	
U75329	34996_at	
AL050173	32107_at	
BC062323	32107_at	
BC017859	31477_at	
BC017859	37896_at	
BC017859	37897_s_at	
BC017859	37898_r_at	
AF432265	31477_at	
AF432265	37896_at	
AF432265	37897_s_at	
AF432265	37898_r_at	
BC032820	33489_at	
BC032811	31798_at	
BC012319	38474_at	
AL137314	38474_at	
BC010242	38474_at	
BT007154	38474_at	
BC001923	36517_at	
BC005915	36517_at	
BC000153	34044_at	
BC003370	35816_at	
BT007040	35816_at	
AB014553	31803_at	
Y11392	39803_s_at	
Y11392	40228_at	
BC031300	39803_s_at	
BC031300	40228_at	
BC001738	32236_at	
AL834129	32236_at	
BT006914	32236_at	
BC000036	38738_at	
BC012858	39003_at	
BC005861	37918_at	
AK097864	37918_at	
L78790	37918_at	
AY066015	34287_at	
AJ302080	34287_at	
BC003068	33135_at	
U17566	33135_at	
AK096769	39107_at	
AK096769	39108_at	
AK098352	39108_at	
AK092334	39107_at	
AK092334	39108_at	
AK128839	39108_at	
U22526	39107_at	
U22526	39108_at	
BC004497	40469_at	
BC013285	40469_at	
AJ010089	40469_at	
BC001766	235_at	
AK001980	34755_at	
AK001980	34756_g_at	
AK001980	34757_at	
BC002338	2025_s_at	
BT007236	2025_s_at	
X00737	430_at	
AK098544	430_at	
AF116670	430_at	
BC015520	32664_at	
BC054880	1103_at	
X76383	33476_at	
BC020848	34660_at	
X15161	33979_at	
M30510	36766_at	
AJ417067	35543_at	
BC039089	35543_at	
AF265666	35543_at	
AF227257	35543_at	
AF265667	35543_at	
BX571740	35543_at	
AB018280	32244_at	
BC035680	1106_s_at	
BC035680	31710_at	
BC035680	432_s_at	
BC035680	433_at	
AK127936	1106_s_at	
AK127936	31710_at	
AK127936	432_s_at	
AK127936	433_at	
BC025727	1106_s_at	
BC025727	31710_at	
BC025727	432_s_at	
BC025727	433_at	
BC022317	1110_at	
BC022317	38917_at	
BC031551	1106_s_at	
BC031551	31710_at	
BC031551	432_s_at	
BC031551	433_at	
M15565	1106_s_at	
M15565	31710_at	
M15565	432_s_at	
M15565	433_at	
BC039714	1106_s_at	
BC039714	31710_at	
BC039714	432_s_at	
BC039714	433_at	
BC020840	1106_s_at	
BC020840	31710_at	
BC020840	432_s_at	
BC020840	433_at	
BC001669	39774_at	
BX248295	39774_at	
D26512	160020_at	
D26512	34747_at	
AY358399	34409_at	
AL834518	34409_at	
AF172816	34409_at	
BC000424	34409_at	
AF177336	34409_at	
AL080164	34409_at	
D87461	36211_at	
BX247976	39050_at	
BC010939	39050_at	
AL050003	38255_at	
AL050003	38256_s_at	
BC030817	38255_at	
BC030817	38256_s_at	
BC002786	35004_at	
U31875	35004_at	
BC018046	40295_at	
AL050397	40295_at	
BC001454	37188_at	
BX248272	37188_at	
AK074296	38449_at	
BC000352	36600_at	
BX248293	36600_at	
AK074144	38517_at	
BC035716	38517_at	
D89078	39624_at	
L41066	249_at	
L41066	37368_at	
L41066	37369_s_at	
L41066	37370_i_at	
BC008857	249_at	
BC008857	37368_at	
BC008857	37369_s_at	
BC008857	37370_i_at	
AB002321	32592_at	
BC042554	32592_at	
BC015780	32592_at	
BC050072	31946_s_at	
BC050072	31947_r_at	
BC050072	39605_at	
X74142	31946_s_at	
X74142	31947_r_at	
X74142	39605_at	
X74143	31946_s_at	
X74143	31947_r_at	
X74143	39605_at	
X74144	31946_s_at	
X74144	31947_r_at	
X74144	39605_at	
AF319958	33930_at	
AB020724	33930_at	
AF092139	33930_at	
AF086916	33930_at	
AF110646	33930_at	
AF067205	33930_at	
AY358900	34190_at	
BC007230	34190_at	
AK130273	34190_at	
AB030654	36704_at	
BX247969	36704_at	
BC001259	36704_at	
U17032	39927_at	
U17032	2029_at	
AY316523	39927_at	
AY316523	2029_at	
U17195	40747_at	
AF164438	32354_at	
BC003389	36060_at	
BC032221	40073_at	
AB002389	40073_at	
BX161487	40073_at	
BC001159	34933_at	
U59628	34933_at	
AF027150	41363_at	
AB037701	41363_at	
AB037702	41363_at	
AB037703	41363_at	
AF112222	33543_s_at	
AF112222	41574_at	
Y09703	33543_s_at	
Y09703	41574_at	
U59479	33543_s_at	
U59479	41574_at	
BX640994	1228_s_at	
BX640994	41615_at	
AF338233	1228_s_at	
AF338233	41615_at	
